area_code,area,item_code,item,element,year,unit,value,_source,_domain
'388,Jamaica,2546,Beans,Food supply (kcal/capita/day),2019,kcal/cap/d,20.67,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply (kcal/capita/day),2020,kcal/cap/d,16.63,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply (kcal/capita/day),2021,kcal/cap/d,16.94,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply (kcal/capita/day),2022,kcal/cap/d,14.96,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply quantity (kg/capita/yr),2010,kg/cap,2.54,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply quantity (kg/capita/yr),2011,kg/cap,2.54,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply quantity (kg/capita/yr),2012,kg/cap,2.54,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply quantity (kg/capita/yr),2013,kg/cap,2.54,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply quantity (kg/capita/yr),2014,kg/cap,2.55,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply quantity (kg/capita/yr),2015,kg/cap,2.55,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply quantity (kg/capita/yr),2016,kg/cap,2.56,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply quantity (kg/capita/yr),2017,kg/cap,2.57,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply quantity (kg/capita/yr),2018,kg/cap,2.58,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply quantity (kg/capita/yr),2019,kg/cap,2.39,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply quantity (kg/capita/yr),2020,kg/cap,1.92,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply quantity (kg/capita/yr),2021,kg/cap,1.96,bulk,FBS_BULK
'388,Jamaica,2546,Beans,Food supply quantity (kg/capita/yr),2022,kg/cap,1.73,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply (kcal/capita/day),2010,kcal/cap/d,20.34,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply (kcal/capita/day),2011,kcal/cap/d,29.78,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply (kcal/capita/day),2012,kcal/cap/d,29.11,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply (kcal/capita/day),2013,kcal/cap/d,36.94,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply (kcal/capita/day),2014,kcal/cap/d,36.78,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply (kcal/capita/day),2015,kcal/cap/d,37.83,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply (kcal/capita/day),2016,kcal/cap/d,34.91,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply (kcal/capita/day),2017,kcal/cap/d,34.67,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply (kcal/capita/day),2018,kcal/cap/d,31.35,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply (kcal/capita/day),2019,kcal/cap/d,30.49,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply (kcal/capita/day),2020,kcal/cap/d,27.47,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply (kcal/capita/day),2021,kcal/cap/d,4.14,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply (kcal/capita/day),2022,kcal/cap/d,7.9,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply quantity (kg/capita/yr),2010,kg/cap,16.88,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply quantity (kg/capita/yr),2011,kg/cap,24.71,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply quantity (kg/capita/yr),2012,kg/cap,24.15,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply quantity (kg/capita/yr),2013,kg/cap,30.65,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply quantity (kg/capita/yr),2014,kg/cap,30.51,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply quantity (kg/capita/yr),2015,kg/cap,31.38,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply quantity (kg/capita/yr),2016,kg/cap,28.96,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply quantity (kg/capita/yr),2017,kg/cap,28.76,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply quantity (kg/capita/yr),2018,kg/cap,26.01,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply quantity (kg/capita/yr),2019,kg/cap,25.29,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply quantity (kg/capita/yr),2020,kg/cap,22.78,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply quantity (kg/capita/yr),2021,kg/cap,3.44,bulk,FBS_BULK
'388,Jamaica,2656,Beer,Food supply quantity (kg/capita/yr),2022,kg/cap,6.55,bulk,FBS_BULK
'388,Jamaica,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2010,kcal/cap/d,36.37,bulk,FBS_BULK
'388,Jamaica,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2011,kcal/cap/d,36.84,bulk,FBS_BULK
'388,Jamaica,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2012,kcal/cap/d,36.43,bulk,FBS_BULK
'388,Jamaica,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2013,kcal/cap/d,36.43,bulk,FBS_BULK
'388,Jamaica,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2014,kcal/cap/d,32.4,bulk,FBS_BULK
'388,Jamaica,2658,"Beverages, Alcoholic",Food supply (kcal/capita/day),2015,kcal/cap/d,41.34,bulk,FBS_BULK
