area_code,area,item_code,item,element,year,unit,value,_source,_domain
'084,Belize,2617,Apples and products,Food supply quantity (kg/capita/yr),2013,kg/cap,0.91,bulk,FBS_BULK
'084,Belize,2617,Apples and products,Food supply quantity (kg/capita/yr),2014,kg/cap,2.55,bulk,FBS_BULK
'084,Belize,2617,Apples and products,Food supply quantity (kg/capita/yr),2015,kg/cap,2.23,bulk,FBS_BULK
'084,Belize,2617,Apples and products,Food supply quantity (kg/capita/yr),2016,kg/cap,1.05,bulk,FBS_BULK
'084,Belize,2617,Apples and products,Food supply quantity (kg/capita/yr),2017,kg/cap,1.95,bulk,FBS_BULK
'084,Belize,2617,Apples and products,Food supply quantity (kg/capita/yr),2018,kg/cap,0.66,bulk,FBS_BULK
'084,Belize,2617,Apples and products,Food supply quantity (kg/capita/yr),2019,kg/cap,0.62,bulk,FBS_BULK
'084,Belize,2617,Apples and products,Food supply quantity (kg/capita/yr),2020,kg/cap,0.88,bulk,FBS_BULK
'084,Belize,2617,Apples and products,Food supply quantity (kg/capita/yr),2021,kg/cap,0.98,bulk,FBS_BULK
'084,Belize,2617,Apples and products,Food supply quantity (kg/capita/yr),2022,kg/cap,0.38,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply (kcal/capita/day),2010,kcal/cap/d,0.1,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply (kcal/capita/day),2011,kcal/cap/d,0.27,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply (kcal/capita/day),2012,kcal/cap/d,0.22,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply (kcal/capita/day),2013,kcal/cap/d,0.33,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply (kcal/capita/day),2014,kcal/cap/d,0.59,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply (kcal/capita/day),2015,kcal/cap/d,0.37,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply (kcal/capita/day),2016,kcal/cap/d,0.17,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply (kcal/capita/day),2017,kcal/cap/d,0.01,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply (kcal/capita/day),2018,kcal/cap/d,0.01,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply (kcal/capita/day),2019,kcal/cap/d,0.01,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply (kcal/capita/day),2020,kcal/cap/d,0.01,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply (kcal/capita/day),2021,kcal/cap/d,0.01,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply (kcal/capita/day),2022,kcal/cap/d,0.01,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply quantity (kg/capita/yr),2010,kg/cap,0.07,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply quantity (kg/capita/yr),2011,kg/cap,0.21,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply quantity (kg/capita/yr),2012,kg/cap,0.17,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply quantity (kg/capita/yr),2013,kg/cap,0.25,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply quantity (kg/capita/yr),2014,kg/cap,0.52,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply quantity (kg/capita/yr),2015,kg/cap,0.32,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply quantity (kg/capita/yr),2016,kg/cap,0.17,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply quantity (kg/capita/yr),2017,kg/cap,0.01,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply quantity (kg/capita/yr),2018,kg/cap,0.01,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply quantity (kg/capita/yr),2019,kg/cap,0.01,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply quantity (kg/capita/yr),2020,kg/cap,0.01,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply quantity (kg/capita/yr),2021,kg/cap,0.01,bulk,FBS_BULK
'084,Belize,2769,"Aquatic Animals, Others",Food supply quantity (kg/capita/yr),2022,kg/cap,0.01,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply (kcal/capita/day),2010,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply (kcal/capita/day),2011,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply (kcal/capita/day),2012,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply (kcal/capita/day),2013,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply (kcal/capita/day),2014,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply (kcal/capita/day),2015,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply (kcal/capita/day),2016,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply (kcal/capita/day),2017,kcal/cap/d,7.38,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply (kcal/capita/day),2018,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply (kcal/capita/day),2019,kcal/cap/d,3.13,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply (kcal/capita/day),2020,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply (kcal/capita/day),2021,kcal/cap/d,4.31,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply (kcal/capita/day),2022,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply quantity (kg/capita/yr),2010,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply quantity (kg/capita/yr),2011,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply quantity (kg/capita/yr),2012,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply quantity (kg/capita/yr),2013,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply quantity (kg/capita/yr),2014,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply quantity (kg/capita/yr),2015,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply quantity (kg/capita/yr),2016,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply quantity (kg/capita/yr),2017,kg/cap,4.09,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply quantity (kg/capita/yr),2018,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply quantity (kg/capita/yr),2019,kg/cap,1.73,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply quantity (kg/capita/yr),2020,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply quantity (kg/capita/yr),2021,kg/cap,2.39,bulk,FBS_BULK
'084,Belize,2615,Bananas,Food supply quantity (kg/capita/yr),2022,kg/cap,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply (kcal/capita/day),2010,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply (kcal/capita/day),2011,kcal/cap/d,0.0,bulk,FBS_BULK
'084,Belize,2513,Barley and products,Food supply (kcal/capita/day),2012,kcal/cap/d,0.0,bulk,FBS_BULK
